snapshot_year,open_date,latitude,longitude,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_num
2011,1995-08-30,34.040539,-118.271387,,8,
2011,1997-07-30,32.89947,-117.243,,1,
2011,1997-08-30,33.909914,-117.459053,,4,
2011,1997-08-30,34.145138,-118.152655,,3,
2011,1997-08-30,34.145119,-118.150133,,3,
2011,1998-06-30,33.94325,-118.403342,,20,
2011,1998-05-30,34.228315,-119.170865,,1,
2011,2011-12-12,33.824004,-116.543589,,2,
2011,1998-05-30,34.0189,-117.38,,4,
2011,1998-06-30,38.69005,-121.58889,,4,
2011,1998-06-30,34.017081,-118.44704,,2,
2011,1998-05-30,34.13722,-118.35835,1,10,
2011,1998-06-15,33.94756,-118.153806,,4,
2011,1998-07-01,37.80619,-122.4152,,1,
2011,2002-01-31,37.78881,-122.401,,2,
2011,2002-01-31,37.791791,-122.411265,,1,
2011,2002-01-15,34.248959,-118.523887,,2,
2011,2002-01-15,34.241687,-118.528543,,2,
2011,2002-01-15,34.236853,-118.532588,,4,
2011,2002-05-30,33.777054,-117.870566,,8,
2011,2002-05-30,34.16657601660278,-119.045854662704,,5,
2011,2002-05-30,33.919899,-117.898618,,4,
2011,2002-05-15,34.192178,-118.934793,4,2,
2011,2002-05-30,34.418322,-119.3368,,1,
2011,2002-05-30,34.105275,-117.809208,,2,
2011,2004-06-01,38.539336,-121.732405,1,3,
2011,2004-06-01,38.66292,-121.2634,,2,
2011,2004-05-30,38.57277,-121.467902,1,2,
2011,2004-05-30,38.73323,-120.78962,,2,
2011,2004-06-15,38.356027,-121.9628,,1,
2011,2004-06-15,38.36557,-121.967,,4,
2011,2004-06-15,38.35172,-121.987,,2,
2011,2004-06-15,38.356907,-122.001886,,2,
2011,2004-06-15,38.355867,-121.9862,,1,
2011,2004-06-15,38.351758,-121.994475,,7,
2011,2004-06-15,38.457369,-121.842567,1,,
2011,2004-05-15,38.72799,-120.828,,3,
2011,1998-06-15,38.74453,-121.17,,1,
2011,2004-07-15,38.618066,-121.334337,,1,
2011,2006-08-15,38.15485,-121.69,,1,
2011,2005-07-15,38.23723,-122.123,,3,
2011,2005-07-15,38.105062,-122.265895,,,
2011,2011-02-15,33.944761,-118.399767,,20,
2011,2008-12-15,38.368755,-121.961192,1,1,
2011,2008-12-01,38.54643,-121.7388,,2,
2011,2008-12-01,38.5443,-121.738,,2,
2011,2008-12-01,38.544538,-121.749713,3,7,
2011,2008-12-01,38.55755,-121.6947,,1,
2011,1998-06-15,38.569412,-121.721373,,2,
2011,2008-12-31,37.94495,-122.5096,,2,
2011,2000-04-15,35.249929,-120.689683,,5,
2011,2000-04-15,35.25982,-120.676,,4,
2011,2010-11-15,34.019875,-118.49151,,3,
2011,2010-11-15,34.010528,-118.4898,,12,2
2011,2011-05-15,39.1458,-123.198497,,1,
2011,2011-03-15,38.007496,-121.83165,,1,1
2011,2011-03-15,35.310665,-119.035408,,3,1
2011,2011-03-15,33.865269,-117.99485,,3,1
2011,2011-03-15,33.998192,-117.928146,,2,1
2011,2011-03-15,33.882561,-117.615799,,2,1
2011,2011-03-15,33.675029755,-117.918548584,,2,1
2011,2011-03-15,38.552643,-121.691847,,1,1
2011,2011-03-15,33.947674638,-118.151525773,,4,2
2011,2011-03-15,34.136548207,-117.975944644,,1,
2011,2011-03-15,40.800605,-124.164421,,1,
2011,2011-03-15,33.888743547,-118.307108562,,1,
2011,2011-03-15,34.133446,-118.356601,,2,1
2011,2011-03-15,37.305843,-120.502296,,1,
2011,2011-03-15,34.269809,-118.466606,,1,
2011,2011-03-15,34.065513,-117.21228,,3,1
2011,2011-03-15,38.267258,-122.664894,,4,1
2011,2011-03-15,40.571797752,-122.366772406,,1,
2011,2011-03-15,37.98521,-122.32138,,1,1
2011,2011-03-15,33.941878,-117.297603,,1,
2011,2011-03-15,38.752209,-121.256452,,1,1
2011,2011-03-15,37.275144,-121.877656,,1,2
2011,2011-03-15,35.25062,-120.68455,,4,1
2011,2011-03-15,37.323489,-121.987882,,1,2
2011,2011-03-15,34.27747,-118.779648,,1,1
2011,2011-03-15,37.759492303,-121.463105737,,1,
2011,2011-03-15,33.724659,-117.799248,,1,1
2011,2011-03-15,36.322916,-119.276228,,1,1
2011,2000-04-15,35.279705,-120.6609,,2,
2011,2011-08-20,34.035802,-118.686393,,2,
2011,2010-04-30,38.379983,-120.807672,,1,
2011,2005-07-15,38.34962,-121.987,,6,
2011,2011-08-01,37.782079,-122.404764,,2,
2011,2011-03-07,34.107363,-117.667072,1,,
2011,2011-02-01,37.810716,-122.263905,4,2,
2011,2011-10-24,39.166653,-120.14823,,1,
2011,2011-07-27,38.574402,-121.50487,51,,
2011,1999-10-15,34.01223,-118.334323,,12,4
2011,2008-12-01,38.539319,-121.805298,1,1,
2011,2008-12-01,38.535524,-121.762984,1,1,
2011,2008-12-01,38.53111172782076,-121.7626930687256,1,1,
2011,2008-12-01,38.535656,-121.754574,2,1,
2011,2008-12-01,38.533127,-121.749398,2,14,
2011,2008-12-01,38.532775,-121.748494,2,16,
2011,2008-12-01,38.54308,-121.761568,1,1,
2011,2011-05-01,38.117115,-122.6098,,1,
2011,2006-07-15,32.754954,-117.107457,,5,
2011,2009-06-01,38.117115,-122.6098,,1,
2011,2011-10-05,37.7952,-122.3961,,2,
2011,2002-02-20,34.378768,-119.313973,,1,
2011,2011-11-25,33.971923,-118.4278565,,2,
2011,2011-12-30,37.7011118,-122.469811,,15,
2011,2011-11-22,37.9256465,-122.0582599,,9,
2011,2011-11-26,34.0383466,-118.3759001,,6,
