county_name,median_hh_income,total_population,pop_white_non_hispanic,pop_hispanic_any_race,pop_black_non_hispanic,housing_units_total,housing_units_owner_occupied,commuters_total,commuters_drove_alone,hh_income_total,hh_income_under_10k,hh_income_10k_to_14999,hh_income_15k_to_19999,hh_income_20k_to_24999,hh_income_25k_to_29999,hh_income_30k_to_34999,hh_income_35k_to_39999,hh_income_40k_to_44999,hh_income_45k_to_49999,hh_income_50k_to_59999,hh_income_60k_to_74999,hh_income_75k_to_99999,hh_income_100k_to_124999,hh_income_125k_to_149999,hh_income_150k_to_199999,hh_income_200k_and_over,state_fips,county_fips,share_under_150k,year
"Amador County, California",53684.0,37422.0,29928.0,4710.0,893.0,14262.0,10859.0,12062.0,10689.0,14262.0,844.0,729.0,874.0,657.0,807.0,733.0,679.0,687.0,688.0,1160.0,1423.0,2046.0,1223.0,641.0,715.0,356.0,06,005,0.9249053428691628,2013
"Merced County, California",42591.0,258707.0,80708.0,143858.0,8873.0,75409.0,40398.0,90630.0,81350.0,75409.0,5298.0,5646.0,5165.0,5484.0,4926.0,4992.0,3930.0,3869.0,3337.0,6310.0,7467.0,7828.0,4571.0,2549.0,2105.0,1932.0,06,047,0.9464652760280603,2013
"Mariposa County, California",49820.0,18061.0,14939.0,1717.0,158.0,7238.0,5185.0,7082.0,5232.0,7238.0,579.0,360.0,496.0,616.0,280.0,439.0,338.0,239.0,280.0,451.0,678.0,1033.0,760.0,328.0,241.0,120.0,06,043,0.950124343741365,2013
"Yuba County, California",44902.0,72574.0,42013.0,18692.0,2173.0,24300.0,14356.0,24662.0,21965.0,24300.0,1383.0,1779.0,1515.0,1723.0,1707.0,1501.0,1210.0,1364.0,1062.0,2334.0,2621.0,3000.0,1408.0,757.0,647.0,289.0,06,115,0.9614814814814815,2013
"Contra Costa County, California",78756.0,1065794.0,503167.0,261427.0,93777.0,375855.0,247843.0,476834.0,389022.0,375855.0,14890.0,13673.0,12990.0,13730.0,12437.0,13648.0,12911.0,13461.0,12369.0,24997.0,34462.0,47110.0,39836.0,27903.0,37429.0,44009.0,06,013,0.7833260166819651,2013
"Lassen County, California",53107.0,34018.0,22540.0,6084.0,2824.0,9945.0,6259.0,9423.0,8205.0,9945.0,684.0,706.0,445.0,532.0,612.0,393.0,364.0,524.0,420.0,857.0,1249.0,1430.0,741.0,430.0,382.0,176.0,06,035,0.9438914027149321,2013
"Stanislaus County, California",49297.0,518321.0,238928.0,220267.0,13305.0,166883.0,97004.0,196796.0,179538.0,166883.0,10928.0,10835.0,10322.0,9507.0,9401.0,9483.0,8766.0,8291.0,6885.0,13767.0,16883.0,19898.0,12716.0,8084.0,6482.0,4635.0,06,099,0.9333844669618835,2013
"Sonoma County, California",63356.0,487469.0,320511.0,122818.0,6875.0,185660.0,111634.0,225640.0,194789.0,185660.0,7682.0,8001.0,7790.0,9564.0,8341.0,8170.0,7923.0,8418.0,7892.0,14875.0,18693.0,24426.0,18296.0,11855.0,12202.0,11532.0,06,097,0.8721641710653883,2013
"Tehama County, California",41924.0,63241.0,45080.0,14226.0,410.0,23374.0,15775.0,22156.0,19710.0,23374.0,1435.0,1849.0,1662.0,1682.0,1396.0,1825.0,1384.0,1204.0,1234.0,2149.0,2385.0,2062.0,1471.0,774.0,464.0,398.0,06,103,0.9631214169590143,2013
"Mono County, California",61757.0,14217.0,9603.0,3817.0,45.0,5268.0,2930.0,7825.0,5215.0,5268.0,156.0,266.0,195.0,190.0,242.0,280.0,374.0,198.0,192.0,418.0,699.0,1048.0,435.0,342.0,141.0,92.0,06,051,0.9557706909643129,2013
"San Benito County, California",66237.0,56115.0,21025.0,31930.0,477.0,16995.0,10465.0,24143.0,22368.0,16995.0,681.0,718.0,686.0,934.0,503.0,797.0,726.0,720.0,662.0,1355.0,1691.0,2439.0,1924.0,1045.0,1209.0,905.0,06,069,0.8756104736687261,2013
"Sacramento County, California",55064.0,1435207.0,688052.0,312797.0,139014.0,517243.0,293263.0,593695.0,520404.0,517243.0,30785.0,30184.0,25030.0,26712.0,25336.0,26426.0,25397.0,24968.0,20773.0,42088.0,53454.0,66406.0,44929.0,26444.0,27954.0,20357.0,06,067,0.9065990259897185,2013
"El Dorado County, California",69297.0,180982.0,144293.0,22034.0,1480.0,67885.0,50797.0,78546.0,68359.0,67885.0,2825.0,2703.0,2394.0,2836.0,2805.0,3286.0,2980.0,2461.0,2534.0,5164.0,6355.0,9027.0,6869.0,4932.0,5338.0,5376.0,06,017,0.842174265301613,2013
"Monterey County, California",59168.0,420569.0,136539.0,235119.0,11222.0,125428.0,62398.0,176312.0,148094.0,125428.0,5928.0,5435.0,6099.0,6656.0,5682.0,6154.0,5953.0,5764.0,5675.0,10149.0,13057.0,16387.0,11070.0,7373.0,7142.0,6904.0,06,053,0.8880154351500462,2013
"Sierra County, California",39009.0,3127.0,2727.0,281.0,18.0,1253.0,975.0,1134.0,944.0,1253.0,155.0,84.0,147.0,73.0,77.0,49.0,53.0,90.0,47.0,80.0,103.0,121.0,66.0,28.0,21.0,59.0,06,091,0.9361532322426177,2013
"Santa Barbara County, California",62779.0,427288.0,202598.0,184851.0,7118.0,141720.0,74579.0,192480.0,155828.0,141720.0,7456.0,6833.0,6730.0,6321.0,5699.0,6810.0,6213.0,6260.0,5370.0,10364.0,14635.0,17315.0,12312.0,8661.0,10725.0,10016.0,06,083,0.8536480383855489,2013
"Imperial County, California",41807.0,175201.0,23456.0,141709.0,4938.0,48099.0,27107.0,56590.0,50729.0,48099.0,4468.0,4503.0,3603.0,3180.0,2718.0,2547.0,2048.0,2453.0,1558.0,3354.0,4441.0,5346.0,3305.0,2032.0,1508.0,1035.0,06,025,0.9471298779600408,2013
"Alameda County, California",72112.0,1535248.0,517764.0,345847.0,181315.0,545071.0,289960.0,693191.0,523656.0,545071.0,29125.0,26168.0,22273.0,21362.0,20373.0,18873.0,18806.0,19891.0,17379.0,37549.0,49505.0,66549.0,54604.0,37584.0,49118.0,55912.0,06,001,0.8073095064679647,2013
"Napa County, California",70443.0,137837.0,76851.0,44942.0,2771.0,49431.0,29969.0,64876.0,56946.0,49431.0,1661.0,1995.0,1787.0,2335.0,1485.0,2372.0,1864.0,2213.0,2085.0,3626.0,5073.0,6309.0,5404.0,3415.0,3713.0,4094.0,06,055,0.8420626732212579,2013
"San Francisco County, California",75604.0,817501.0,341100.0,124167.0,45909.0,345344.0,126394.0,447243.0,199219.0,345344.0,23209.0,21269.0,13081.0,13981.0,11523.0,12195.0,10072.0,10536.0,9794.0,19501.0,26343.0,37908.0,32594.0,22574.0,32197.0,48567.0,06,075,0.7661346367679763,2013
"Colusa County, California",52158.0,21366.0,8338.0,11953.0,174.0,6853.0,4335.0,8446.0,7834.0,6853.0,305.0,432.0,261.0,389.0,483.0,437.0,235.0,404.0,326.0,783.0,781.0,893.0,514.0,220.0,237.0,153.0,06,011,0.9430906172479206,2013
"Kings County, California",48133.0,151806.0,53046.0,78236.0,9843.0,40785.0,21127.0,54277.0,49553.0,40785.0,2879.0,2427.0,2241.0,2533.0,2316.0,2512.0,1947.0,2285.0,2135.0,3440.0,4478.0,4356.0,2744.0,1671.0,1825.0,996.0,06,031,0.9308324138776511,2013
"Fresno County, California",45563.0,939605.0,302091.0,477078.0,45457.0,289811.0,155858.0,346655.0,309012.0,289811.0,22847.0,20250.0,19646.0,19130.0,16975.0,16512.0,14017.0,14208.0,12179.0,22052.0,28119.0,31850.0,19756.0,11918.0,11617.0,8735.0,06,019,0.9297749222769323,2013
"Orange County, California",75422.0,3051771.0,1327507.0,1032879.0,45900.0,995512.0,584250.0,1425016.0,1255397.0,995512.0,42554.0,34341.0,35385.0,37305.0,36525.0,37720.0,35848.0,36014.0,36101.0,70537.0,92733.0,132255.0,104158.0,74144.0,87957.0,101935.0,06,059,0.8092519226287579,2013
"Sutter County, California",50408.0,94787.0,47206.0,27538.0,1637.0,31725.0,18898.0,36348.0,33229.0,31725.0,1643.0,1947.0,2079.0,1799.0,1540.0,1612.0,1849.0,1821.0,1427.0,2655.0,3227.0,3748.0,2623.0,1274.0,1588.0,893.0,06,101,0.9217966903073286,2013
"San Joaquin County, California",53380.0,693177.0,245469.0,272529.0,46840.0,215563.0,125680.0,261485.0,238304.0,215563.0,12419.0,12641.0,11506.0,11656.0,10761.0,10786.0,11208.0,9847.0,9853.0,17718.0,21371.0,26972.0,19258.0,10719.0,11514.0,7334.0,06,077,0.9125638444445475,2013
"Lake County, California",36548.0,64260.0,47227.0,11323.0,1480.0,26505.0,16616.0,21768.0,18258.0,26505.0,2346.0,2567.0,2301.0,2208.0,1845.0,1591.0,1201.0,1286.0,1155.0,2085.0,2122.0,2339.0,1638.0,742.0,617.0,462.0,06,033,0.9592906998679495,2013
"Modoc County, California",36212.0,9468.0,7420.0,1353.0,125.0,3983.0,2741.0,3500.0,2658.0,3983.0,406.0,342.0,223.0,502.0,228.0,243.0,320.0,132.0,170.0,181.0,380.0,417.0,236.0,147.0,27.0,29.0,06,049,0.9859402460456942,2013
"Inyo County, California",44796.0,18482.0,12051.0,3684.0,170.0,7873.0,5047.0,8520.0,6961.0,7873.0,412.0,652.0,530.0,468.0,568.0,356.0,449.0,528.0,324.0,454.0,710.0,1030.0,678.0,226.0,302.0,186.0,06,027,0.9380160040645243,2013
