county_name,median_hh_income,total_population,pop_white_non_hispanic,pop_hispanic_any_race,pop_black_non_hispanic,housing_units_total,housing_units_owner_occupied,commuters_total,commuters_drove_alone,hh_income_total,hh_income_under_10k,hh_income_10k_to_14999,hh_income_15k_to_19999,hh_income_20k_to_24999,hh_income_25k_to_29999,hh_income_30k_to_34999,hh_income_35k_to_39999,hh_income_40k_to_44999,hh_income_45k_to_49999,hh_income_50k_to_59999,hh_income_60k_to_74999,hh_income_75k_to_99999,hh_income_100k_to_124999,hh_income_125k_to_149999,hh_income_150k_to_199999,hh_income_200k_and_over,state_fips,county_fips,share_under_150k,year
"San Joaquin County, California",53253.0,701050.0,244319.0,278523.0,47251.0,217343.0,123584.0,266476.0,242976.0,217343.0,13339.0,12295.0,11901.0,12827.0,10526.0,11179.0,10793.0,10016.0,9277.0,17345.0,21987.0,26368.0,19465.0,10274.0,12231.0,7520.0,06,077,0.9091252076211335,2014
"Merced County, California",43066.0,261609.0,79818.0,147270.0,8676.0,76516.0,40310.0,92426.0,83236.0,76516.0,5278.0,5747.0,5239.0,5378.0,4988.0,4969.0,4162.0,3840.0,3234.0,6512.0,7444.0,7947.0,4486.0,2908.0,2234.0,2150.0,06,047,0.9427047937686236,2014
"Mariposa County, California",50560.0,17946.0,14790.0,1729.0,155.0,7289.0,5309.0,7167.0,5321.0,7289.0,585.0,353.0,530.0,545.0,212.0,331.0,396.0,370.0,273.0,544.0,712.0,863.0,760.0,391.0,243.0,181.0,06,043,0.9418301550281246,2014
"Yuba County, California",45470.0,73059.0,41919.0,19181.0,2261.0,24712.0,14360.0,25496.0,22886.0,24712.0,1581.0,1570.0,1684.0,1723.0,1636.0,1625.0,1180.0,1211.0,1369.0,2160.0,2608.0,3197.0,1528.0,700.0,647.0,293.0,06,115,0.9619617999352541,2014
"Contra Costa County, California",79799.0,1081232.0,503515.0,267859.0,93141.0,380183.0,247153.0,485218.0,392848.0,380183.0,14898.0,13846.0,13232.0,13396.0,12432.0,13405.0,13178.0,13300.0,12742.0,24481.0,35065.0,46687.0,39810.0,29951.0,38058.0,45702.0,06,013,0.7796850464118595,2014
"Lassen County, California",53351.0,33356.0,22024.0,6040.0,2852.0,9821.0,6248.0,9167.0,7970.0,9821.0,776.0,623.0,398.0,481.0,656.0,408.0,335.0,490.0,447.0,769.0,1305.0,1313.0,737.0,484.0,420.0,179.0,06,035,0.9390082476326239,2014
"Stanislaus County, California",49573.0,522794.0,237248.0,225013.0,13055.0,168090.0,96098.0,199368.0,182477.0,168090.0,11372.0,11080.0,10127.0,8742.0,9492.0,9603.0,9000.0,8688.0,6449.0,14173.0,17139.0,19914.0,13054.0,8016.0,6403.0,4838.0,06,099,0.9331251115473853,2014
"Sonoma County, California",63799.0,491790.0,320735.0,125674.0,6594.0,186935.0,111419.0,229141.0,197294.0,186935.0,8236.0,8026.0,7820.0,9161.0,8003.0,8134.0,7750.0,7994.0,8127.0,15096.0,18700.0,25262.0,17925.0,11657.0,12867.0,12177.0,06,097,0.8660282986064675,2014
"Tehama County, California",42369.0,63284.0,44728.0,14539.0,286.0,23480.0,16058.0,22168.0,19558.0,23480.0,1567.0,1656.0,1621.0,1709.0,1490.0,1756.0,1469.0,1100.0,1149.0,2083.0,2350.0,2383.0,1449.0,718.0,440.0,540.0,06,103,0.9582623509369677,2014
"Mono County, California",61814.0,14193.0,9519.0,3843.0,47.0,5160.0,2853.0,7482.0,4603.0,5160.0,84.0,309.0,175.0,115.0,222.0,295.0,466.0,164.0,214.0,409.0,698.0,969.0,469.0,343.0,115.0,113.0,06,051,0.9558139534883721,2014
"San Benito County, California",67874.0,56888.0,21125.0,32657.0,483.0,17121.0,10610.0,24447.0,22520.0,17121.0,600.0,723.0,711.0,780.0,531.0,662.0,937.0,688.0,614.0,1178.0,2110.0,2308.0,1965.0,1070.0,1292.0,952.0,06,069,0.8689328894340284,2014
"Sierra County, California",43107.0,3019.0,2636.0,283.0,4.0,1291.0,978.0,1188.0,1013.0,1291.0,79.0,104.0,148.0,41.0,74.0,64.0,62.0,100.0,41.0,98.0,96.0,138.0,122.0,23.0,53.0,48.0,06,091,0.9217660728117738,2014
"Sacramento County, California",55615.0,1450277.0,686482.0,319934.0,140377.0,519460.0,290450.0,602052.0,526737.0,519460.0,32088.0,30852.0,25597.0,25401.0,25221.0,25604.0,25258.0,23802.0,21727.0,40960.0,53142.0,66096.0,45611.0,26796.0,29789.0,21516.0,06,067,0.9012339737419628,2014
"El Dorado County, California",68507.0,181465.0,143978.0,22411.0,1533.0,67220.0,49833.0,77573.0,67191.0,67220.0,2928.0,2956.0,2477.0,2857.0,2928.0,3069.0,2986.0,2412.0,2291.0,5047.0,6334.0,8609.0,6672.0,4443.0,5413.0,5798.0,06,017,0.8332192799761976,2014
"Monterey County, California",58582.0,424927.0,135763.0,239901.0,10907.0,125115.0,62089.0,177092.0,147547.0,125115.0,5823.0,5354.0,5619.0,6536.0,6095.0,6194.0,6364.0,5745.0,5330.0,10824.0,13054.0,16149.0,10746.0,6924.0,7272.0,7086.0,06,053,0.8852415777484715,2014
"San Diego County, California",63996.0,3183143.0,1510851.0,1039752.0,150600.0,1083811.0,578412.0,1463835.0,1255518.0,1083811.0,66671.0,46262.0,43408.0,47942.0,46610.0,49264.0,44949.0,44568.0,42881.0,80523.0,102683.0,140525.0,101855.0,68329.0,79141.0,78200.0,06,073,0.8548261643404615,2014
"Tulare County, California",42863.0,451108.0,141322.0,279022.0,5997.0,132706.0,75974.0,165479.0,151779.0,132706.0,10382.0,9269.0,9931.0,9050.0,8525.0,8335.0,7124.0,6435.0,6137.0,10872.0,12326.0,13440.0,8049.0,5100.0,4681.0,3050.0,06,107,0.9417434027097493,2014
"Yolo County, California",55508.0,204162.0,99540.0,63249.0,4605.0,70953.0,37180.0,88717.0,69921.0,70953.0,5084.0,4468.0,4116.0,3716.0,3402.0,2897.0,2890.0,2727.0,3058.0,5086.0,6157.0,7678.0,6668.0,3900.0,4937.0,4169.0,06,113,0.8716615224162474,2014
"Humboldt County, California",42153.0,134876.0,102908.0,13940.0,1581.0,53130.0,29121.0,57204.0,47359.0,53130.0,4165.0,4605.0,3543.0,3524.0,3341.0,3339.0,2961.0,2561.0,2566.0,4714.0,5164.0,5607.0,3229.0,1311.0,1385.0,1115.0,06,023,0.9529456051195182,2014
"Nevada County, California",56949.0,98606.0,84772.0,8751.0,344.0,40838.0,29617.0,40647.0,34015.0,40838.0,1682.0,2139.0,2019.0,2121.0,2074.0,2475.0,1729.0,1942.0,1876.0,3308.0,4080.0,5333.0,3669.0,2208.0,2390.0,1793.0,06,057,0.8975708898574857,2014
"Alpine County, California",61343.0,1202.0,830.0,86.0,11.0,377.0,308.0,484.0,352.0,377.0,19.0,16.0,25.0,29.0,12.0,10.0,10.0,18.0,5.0,30.0,71.0,42.0,24.0,39.0,20.0,7.0,06,003,0.9283819628647215,2014
"Madera County, California",45490.0,152452.0,56174.0,84009.0,4927.0,42723.0,25930.0,42533.0,38026.0,42723.0,3325.0,2173.0,2782.0,2810.0,2814.0,2489.0,2404.0,2382.0,1856.0,3657.0,4753.0,4253.0,3087.0,1775.0,1269.0,894.0,06,039,0.9493715328979706,2014
"Los Angeles County, California",55870.0,9974203.0,2711665.0,4800491.0,802132.0,3242391.0,1503915.0,4434574.0,3674921.0,3242391.0,212332.0,189719.0,176592.0,168723.0,157137.0,155804.0,143355.0,141637.0,123248.0,239617.0,302327.0,380020.0,268317.0,170260.0,193623.0,219680.0,06,037,0.8725314127753254,2014
"Mendocino County, California",43290.0,87612.0,58871.0,20332.0,631.0,33693.0,19135.0,35713.0,30127.0,33693.0,2442.0,3097.0,2457.0,2151.0,2100.0,2365.0,1264.0,1578.0,1404.0,3121.0,3490.0,3151.0,1967.0,1383.0,913.0,810.0,06,045,0.9488617813789214,2014
"Santa Cruz County, California",66923.0,267203.0,156915.0,87406.0,2269.0,94219.0,54749.0,126431.0,100760.0,94219.0,5975.0,3974.0,3608.0,4407.0,3497.0,3850.0,3885.0,3891.0,3421.0,6264.0,8964.0,11802.0,8715.0,6049.0,7834.0,8083.0,06,087,0.8310637981723431,2014
"Trinity County, California",36862.0,13515.0,11235.0,960.0,110.0,5521.0,3894.0,4526.0,3672.0,5521.0,365.0,523.0,484.0,457.0,296.0,564.0,172.0,230.0,309.0,352.0,472.0,660.0,280.0,137.0,104.0,116.0,06,105,0.9601521463502989,2014
"Riverside County, California",56592.0,2266899.0,868743.0,1055027.0,133798.0,690388.0,453356.0,873689.0,789933.0,690388.0,37929.0,35007.0,35445.0,37094.0,33798.0,35455.0,32305.0,31714.0,29591.0,53786.0,71060.0,90661.0,59966.0,38559.0,39405.0,28613.0,06,065,0.9014785888514865,2014
"San Bernardino County, California",54100.0,2078586.0,660447.0,1050173.0,170307.0,607604.0,370032.0,799738.0,728691.0,607604.0,41056.0,31580.0,32562.0,31968.0,31042.0,28573.0,29323.0,29226.0,24792.0,51362.0,64413.0,77983.0,52301.0,30952.0,29655.0,20816.0,06,071,0.9169343848954253,2014
"Santa Clara County, California",93854.0,1841569.0,627346.0,492546.0,44910.0,614714.0,350103.0,867212.0,752582.0,614714.0,23162.0,19090.0,18306.0,18509.0,18678.0,18738.0,16946.0,18932.0,17398.0,33307.0,48255.0,72428.0,65244.0,49456.0,70785.0,105480.0,06,085,0.7132568967031823,2014
"Marin County, California",91529.0,256802.0,185603.0,40414.0,6459.0,103034.0,64490.0,122993.0,92415.0,103034.0,3717.0,3858.0,3469.0,3453.0,2809.0,3220.0,3460.0,3196.0,2906.0,5694.0,7599.0,11418.0,10211.0,7063.0,10767.0,20194.0,06,041,0.6995069588679464,2014
"Placer County, California",73747.0,361518.0,270962.0,47800.0,4504.0,134111.0,94577.0,157504.0,138093.0,134111.0,5508.0,4755.0,5231.0,5104.0,5137.0,5423.0,5313.0,5289.0,4156.0,9199.0,13028.0,18259.0,15034.0,10404.0,11885.0,10386.0,06,061,0.8339360678840662,2014
"Siskiyou County, California",37495.0,44261.0,34749.0,4923.0,565.0,19380.0,12228.0,15694.0,13102.0,19380.0,1616.0,1908.0,1705.0,1753.0,1128.0,1094.0,919.0,1038.0,807.0,1660.0,1875.0,1979.0,680.0,521.0,399.0,298.0,06,093,0.9640350877192982,2014
"Shasta County, California",44556.0,178520.0,145485.0,15908.0,1692.0,68961.0,43687.0,66123.0,59422.0,68961.0,4797.0,5255.0,4432.0,4731.0,4155.0,4079.0,3721.0,3606.0,3472.0,5458.0,7153.0,7362.0,4410.0,2133.0,2495.0,1702.0,06,089,0.9391395136381433,2014
"Solano County, California",67341.0,421624.0,169041.0,104865.0,57919.0,142521.0,85815.0,183003.0,164613.0,142521.0,6927.0,6444.0,5168.0,5538.0,5452.0,5909.0,5235.0,5970.0,5136.0,11275.0,14927.0,20939.0,15307.0,9766.0,10715.0,7813.0,06,095,0.8699981055423411,2014
"Del Norte County, California",39302.0,28066.0,17906.0,5231.0,991.0,9527.0,5678.0,8207.0,7146.0,9527.0,964.0,1028.0,689.0,626.0,501.0,532.0,476.0,326.0,338.0,701.0,1103.0,919.0,683.0,281.0,167.0,193.0,06,015,0.9622126587593156,2014
"Glenn County, California",40106.0,28019.0,15244.0,10906.0,217.0,9561.0,5892.0,10106.0,8821.0,9561.0,746.0,820.0,801.0,482.0,648.0,535.0,743.0,304.0,395.0,752.0,835.0,1002.0,598.0,432.0,172.0,296.0,06,021,0.9510511452776906,2014
"Butte County, California",43165.0,221578.0,164509.0,32968.0,2996.0,85215.0,50593.0,85197.0,72720.0,85215.0,6751.0,6478.0,6374.0,5872.0,5078.0,5079.0,4368.0,4048.0,3114.0,6970.0,8107.0,8819.0,5552.0,3304.0,2891.0,2410.0,06,007,0.9377926421404682,2014
"Plumas County, California",48032.0,19286.0,16295.0,1594.0,135.0,8529.0,6096.0,7116.0,6102.0,8529.0,588.0,774.0,500.0,636.0,308.0,647.0,336.0,280.0,323.0,845.0,821.0,1115.0,596.0,190.0,283.0,287.0,06,063,0.9331691874780161,2014
"San Luis Obispo County, California",59454.0,274184.0,192262.0,58889.0,5372.0,102350.0,59381.0,121145.0,103111.0,102350.0,6523.0,5437.0,3947.0,4763.0,4631.0,5194.0,4309.0,5091.0,3956.0,7727.0,9560.0,13946.0,9893.0,6132.0,5986.0,5255.0,06,079,0.890170981924768,2014
"Kern County, California",48574.0,857730.0,319419.0,432370.0,45563.0,257737.0,147334.0,312996.0,286691.0,257737.0,17751.0,17727.0,15780.0,15723.0,15603.0,13562.0,14029.0,11506.0,9727.0,19363.0,25944.0,30408.0,19766.0,11252.0,11519.0,8077.0,06,029,0.9239690071662199,2014
"Ventura County, California",77335.0,835790.0,397118.0,344520.0,13499.0,267829.0,172637.0,386259.0,345040.0,267829.0,9304.0,9271.0,9511.0,10150.0,9017.0,10166.0,9058.0,10323.0,9388.0,17690.0,25615.0,38189.0,28817.0,20767.0,24096.0,26467.0,06,111,0.8112116313020621,2014
"Calaveras County, California",54936.0,44921.0,37234.0,4901.0,280.0,18608.0,14692.0,16536.0,14718.0,18608.0,1112.0,1009.0,1167.0,773.0,1013.0,842.0,887.0,915.0,765.0,1640.0,1813.0,2419.0,1737.0,966.0,907.0,643.0,06,009,0.9167024935511608,2014
"San Mateo County, California",91421.0,739837.0,304779.0,187635.0,18352.0,258683.0,153322.0,370844.0,300974.0,258683.0,8197.0,6465.0,6736.0,7667.0,7926.0,7814.0,7525.0,8775.0,7201.0,15831.0,22999.0,31868.0,27328.0,20592.0,26150.0,45609.0,06,081,0.7225987018860922,2014
"Tuolumne County, California",48493.0,54347.0,44017.0,6048.0,998.0,22181.0,15372.0,18863.0,16668.0,22181.0,1334.0,1417.0,1481.0,1197.0,1367.0,1406.0,1115.0,919.0,1247.0,2265.0,2064.0,2695.0,1422.0,704.0,888.0,660.0,06,109,0.9302105405527253,2014
"Amador County, California",52964.0,37159.0,29696.0,4724.0,781.0,13939.0,10546.0,11869.0,10333.0,13939.0,872.0,708.0,876.0,801.0,822.0,726.0,714.0,508.0,586.0,1006.0,1372.0,2017.0,1153.0,699.0,583.0,496.0,06,005,0.9225912906234307,2014
