county_name,median_hh_income,total_population,pop_white_non_hispanic,pop_hispanic_any_race,pop_black_non_hispanic,housing_units_total,housing_units_owner_occupied,commuters_total,commuters_drove_alone,hh_income_total,hh_income_under_10k,hh_income_10k_to_14999,hh_income_15k_to_19999,hh_income_20k_to_24999,hh_income_25k_to_29999,hh_income_30k_to_34999,hh_income_35k_to_39999,hh_income_40k_to_44999,hh_income_45k_to_49999,hh_income_50k_to_59999,hh_income_60k_to_74999,hh_income_75k_to_99999,hh_income_100k_to_124999,hh_income_125k_to_149999,hh_income_150k_to_199999,hh_income_200k_and_over,state_fips,county_fips,share_under_150k,year
"Glenn County, California",67139.0,28494.0,13525.0,12820.0,62.0,9810.0,6002.0,11965.0,10600.0,9810.0,481.0,333.0,546.0,362.0,367.0,539.0,312.0,324.0,546.0,604.0,1066.0,1209.0,1081.0,678.0,839.0,523.0,06,021,0.8611620795107033,2024
"Humboldt County, California",61160.0,134541.0,93515.0,19039.0,1737.0,54922.0,31053.0,56342.0,44459.0,54922.0,3907.0,2369.0,2117.0,2522.0,2289.0,2764.0,2729.0,2188.0,2063.0,3879.0,5788.0,6113.0,4599.0,3306.0,3978.0,4311.0,06,023,0.8490768726557664,2024
"Imperial County, California",57681.0,180202.0,16413.0,154886.0,3523.0,49644.0,28210.0,60888.0,53472.0,49644.0,3572.0,2097.0,2596.0,2887.0,2509.0,1800.0,2078.0,2201.0,2026.0,3963.0,4471.0,5585.0,4419.0,3322.0,3316.0,2802.0,06,025,0.8767625493513819,2024
"Inyo County, California",73991.0,18739.0,10874.0,4529.0,98.0,8040.0,5339.0,8346.0,6576.0,8040.0,461.0,475.0,237.0,258.0,198.0,317.0,314.0,307.0,248.0,496.0,776.0,1042.0,835.0,643.0,556.0,877.0,06,027,0.8217661691542288,2024
"Kern County, California",70210.0,915075.0,270456.0,516662.0,43987.0,284931.0,171133.0,356584.0,320218.0,284931.0,15398.0,12488.0,9726.0,10997.0,12233.0,10976.0,11995.0,10961.0,10195.0,19172.0,26804.0,35283.0,30327.0,18880.0,24892.0,24604.0,06,029,0.826287767915741,2024
"Kings County, California",70995.0,153298.0,42981.0,89248.0,8907.0,44052.0,23870.0,57785.0,52351.0,44052.0,2450.0,1269.0,1190.0,1527.0,1428.0,1676.0,1400.0,1941.0,2317.0,3082.0,5046.0,5958.0,4972.0,3238.0,3511.0,3047.0,06,031,0.8511304821574502,2024
"Lake County, California",60621.0,68152.0,43638.0,16796.0,1335.0,26940.0,19441.0,24224.0,19556.0,26940.0,1615.0,1473.0,1379.0,1208.0,1099.0,1134.0,1160.0,1149.0,876.0,2189.0,3012.0,2572.0,2398.0,1467.0,2029.0,2180.0,06,033,0.8437639198218263,2024
"Lassen County, California",67403.0,30356.0,18609.0,6851.0,1855.0,9247.0,6305.0,9432.0,8242.0,9247.0,567.0,353.0,400.0,312.0,401.0,325.0,462.0,398.0,215.0,709.0,927.0,1294.0,1160.0,550.0,681.0,493.0,06,035,0.8730399048340002,2024
"Los Angeles County, California",90112.0,9808667.0,2425184.0,4752274.0,727132.0,3416449.0,1567983.0,4687090.0,3472368.0,3416449.0,179099.0,123891.0,90748.0,103537.0,99758.0,100144.0,98445.0,101479.0,96726.0,185039.0,280702.0,405321.0,339997.0,255801.0,358426.0,597336.0,06,037,0.720246958172067,2024
"Madera County, California",76627.0,160940.0,48195.0,98083.0,3926.0,45379.0,30613.0,60117.0,50165.0,45379.0,2383.0,1503.0,1534.0,1675.0,1290.0,1689.0,1491.0,1521.0,2060.0,2775.0,4343.0,6761.0,4775.0,2982.0,3974.0,4623.0,06,039,0.8105511359880121,2024
"Marin County, California",149091.0,257969.0,167816.0,50216.0,5379.0,103018.0,66616.0,122873.0,72354.0,103018.0,3385.0,1975.0,1681.0,1484.0,1795.0,2248.0,1954.0,1855.0,1721.0,4352.0,5800.0,9198.0,7682.0,6610.0,11173.0,40105.0,06,041,0.5022423265837038,2024
"Mariposa County, California",68412.0,17082.0,12649.0,2508.0,154.0,7508.0,5611.0,7435.0,5602.0,7508.0,250.0,517.0,226.0,308.0,358.0,298.0,301.0,234.0,189.0,589.0,794.0,843.0,661.0,693.0,574.0,673.0,06,043,0.8339104954714971,2024
"Mendocino County, California",68092.0,90244.0,55170.0,24941.0,546.0,34842.0,21500.0,36548.0,29574.0,34842.0,1866.0,1815.0,1556.0,1383.0,1360.0,1161.0,1164.0,1416.0,1237.0,2510.0,3399.0,4096.0,3209.0,2611.0,3140.0,2919.0,06,045,0.8261006830836347,2024
"Merced County, California",65510.0,290201.0,67325.0,183933.0,7455.0,86055.0,46474.0,111073.0,96136.0,86055.0,5756.0,3481.0,2907.0,3814.0,3374.0,3730.0,3464.0,2760.0,3359.0,6633.0,9308.0,11499.0,7873.0,5649.0,6243.0,6205.0,06,047,0.8553483237464412,2024
"Modoc County, California",59455.0,8600.0,6430.0,1348.0,49.0,3267.0,2530.0,3122.0,2449.0,3267.0,189.0,70.0,131.0,234.0,79.0,85.0,228.0,195.0,172.0,259.0,451.0,370.0,352.0,140.0,144.0,168.0,06,049,0.9044995408631772,2024
"Mono County, California",99415.0,13148.0,8538.0,3568.0,9.0,5744.0,3758.0,7626.0,5216.0,5744.0,172.0,101.0,83.0,217.0,46.0,264.0,80.0,203.0,140.0,242.0,730.0,627.0,752.0,655.0,393.0,1039.0,06,051,0.7506963788300836,2024
"Monterey County, California",97230.0,437613.0,117547.0,269490.0,8954.0,132489.0,68993.0,188150.0,150797.0,132489.0,4670.0,3143.0,2532.0,3582.0,3189.0,3731.0,3417.0,4078.0,3887.0,7511.0,10741.0,17712.0,15463.0,11844.0,14797.0,22192.0,06,053,0.7208145581897365,2024
"Napa County, California",111471.0,134869.0,65479.0,49046.0,2292.0,49763.0,31555.0,65795.0,52339.0,49763.0,1705.0,969.0,790.0,1108.0,1196.0,1373.0,1372.0,1041.0,1175.0,2815.0,3253.0,5634.0,4788.0,4019.0,6499.0,12026.0,06,055,0.6277354661093584,2024
"Nevada County, California",89882.0,102481.0,82674.0,11001.0,312.0,42865.0,32342.0,43269.0,29950.0,42865.0,2501.0,1191.0,1211.0,1380.0,1234.0,1426.0,1133.0,1021.0,1181.0,2305.0,3695.0,5102.0,4521.0,3258.0,4416.0,7290.0,06,057,0.7269100664878105,2024
"Orange County, California",116289.0,3165820.0,1168199.0,1082931.0,47885.0,1082960.0,610659.0,1565842.0,1196833.0,1082960.0,43948.0,24117.0,18023.0,23423.0,21744.0,22741.0,23896.0,25318.0,23046.0,47860.0,73248.0,119041.0,113376.0,88738.0,138983.0,275458.0,06,059,0.617307195094925,2024
"Placer County, California",115998.0,419156.0,274564.0,65841.0,6553.0,157954.0,118103.0,192652.0,142258.0,157954.0,5810.0,2772.0,2645.0,3928.0,3122.0,3155.0,3883.0,3408.0,3531.0,7172.0,11135.0,17990.0,16334.0,13755.0,20809.0,38505.0,06,061,0.6244856097344796,2024
"Plumas County, California",66031.0,19423.0,15700.0,1998.0,187.0,8054.0,6006.0,6779.0,5876.0,8054.0,424.0,283.0,366.0,282.0,338.0,116.0,387.0,598.0,320.0,519.0,811.0,856.0,1086.0,384.0,465.0,819.0,06,063,0.8405761112490688,2024
"Riverside County, California",93074.0,2478600.0,767384.0,1270563.0,149713.0,775335.0,535986.0,1087103.0,917110.0,775335.0,30827.0,18772.0,19210.0,21125.0,21491.0,23121.0,21458.0,23719.0,22454.0,44162.0,66681.0,99672.0,87607.0,65397.0,94622.0,115017.0,06,065,0.7296149406385627,2024
"Sacramento County, California",92175.0,1594006.0,646578.0,385590.0,143271.0,571057.0,337066.0,731947.0,551978.0,571057.0,25848.0,17118.0,13932.0,15669.0,14010.0,15404.0,16534.0,15540.0,17403.0,31559.0,50306.0,75392.0,63290.0,48676.0,65243.0,85133.0,06,067,0.736670770168302,2024
"San Benito County, California",114394.0,67290.0,19629.0,41960.0,542.0,20561.0,13970.0,31798.0,26988.0,20561.0,585.0,443.0,350.0,253.0,184.0,361.0,367.0,452.0,494.0,1117.0,1419.0,2664.0,2488.0,2033.0,2866.0,4485.0,06,069,0.6424784786732163,2024
"San Bernardino County, California",85478.0,2197104.0,541724.0,1213014.0,163815.0,674915.0,418836.0,960759.0,819351.0,674915.0,28965.0,20487.0,17038.0,20641.0,20896.0,20287.0,23264.0,21424.0,21683.0,39176.0,62314.0,90983.0,75603.0,55950.0,76610.0,79594.0,06,071,0.7685575220583333,2024
"San Diego County, California",106268.0,3288774.0,1394708.0,1139063.0,143223.0,1171278.0,639138.0,1635987.0,1209600.0,1171278.0,45943.0,26679.0,23647.0,28474.0,27834.0,28654.0,28674.0,29049.0,29634.0,54684.0,91584.0,138344.0,123268.0,96856.0,149552.0,248402.0,06,073,0.6602394990770765,2024
"San Francisco County, California",140970.0,830235.0,305647.0,134659.0,38925.0,363970.0,139057.0,466388.0,161186.0,363970.0,17200.0,15436.0,9043.0,7985.0,7042.0,7466.0,5111.0,6798.0,7025.0,11098.0,17690.0,29441.0,26785.0,22267.0,40910.0,132673.0,06,075,0.5230843201362749,2024
"San Joaquin County, California",92179.0,797334.0,213729.0,339161.0,52516.0,245250.0,152030.0,337508.0,290164.0,245250.0,10374.0,7109.0,5717.0,6262.0,6612.0,7168.0,6937.0,7170.0,6610.0,14753.0,20247.0,32822.0,27379.0,21151.0,29380.0,35559.0,06,077,0.7352130479102956,2024
"San Luis Obispo County, California",97446.0,281555.0,181605.0,70318.0,3058.0,109503.0,67986.0,126611.0,99018.0,109503.0,4688.0,2892.0,3189.0,2992.0,2415.0,2875.0,3163.0,2921.0,3280.0,5327.0,9149.0,13114.0,12461.0,8761.0,13179.0,19097.0,06,079,0.7052500844725715,2024
"San Mateo County, California",158855.0,742340.0,257595.0,184940.0,14709.0,264419.0,154607.0,384595.0,251447.0,264419.0,7358.0,4272.0,3231.0,3784.0,4196.0,3757.0,4353.0,5577.0,4381.0,8797.0,14277.0,22305.0,19598.0,20317.0,32583.0,105633.0,06,081,0.47728415885394015,2024
"Santa Barbara County, California",98161.0,443701.0,180184.0,213992.0,6693.0,149608.0,78344.0,201783.0,154173.0,149608.0,6672.0,4358.0,3862.0,3901.0,3868.0,3932.0,3760.0,4108.0,4424.0,7987.0,12164.0,16912.0,14813.0,11944.0,16945.0,29958.0,06,083,0.6864940377519919,2024
"Santa Clara County, California",164281.0,1902047.0,517612.0,475827.0,41721.0,659353.0,363147.0,970790.0,668502.0,659353.0,19396.0,11782.0,8688.0,10948.0,10617.0,9311.0,9483.0,10291.0,10314.0,21733.0,30200.0,54617.0,51926.0,44390.0,81469.0,274188.0,06,085,0.4605969791598734,2024
"Santa Cruz County, California",111093.0,264926.0,142831.0,93346.0,1912.0,96898.0,58079.0,125770.0,88458.0,96898.0,4066.0,2607.0,2019.0,2579.0,2164.0,2023.0,2164.0,2246.0,2243.0,4321.0,6619.0,11163.0,9578.0,7341.0,11531.0,24234.0,06,087,0.6309005345827571,2024
"Shasta County, California",72636.0,181436.0,136633.0,21346.0,1502.0,71232.0,46694.0,74793.0,64369.0,71232.0,3521.0,3037.0,2403.0,2881.0,2635.0,2877.0,2400.0,2648.0,2496.0,4682.0,6974.0,9900.0,6849.0,4674.0,5971.0,7284.0,06,089,0.813917902066487,2024
"Sierra County, California",63355.0,2746.0,2362.0,301.0,8.0,1219.0,879.0,1086.0,839.0,1219.0,19.0,61.0,92.0,92.0,37.0,55.0,13.0,55.0,32.0,147.0,102.0,203.0,100.0,44.0,44.0,123.0,06,091,0.8630024610336341,2024
"Siskiyou County, California",59095.0,43466.0,31859.0,5860.0,579.0,19079.0,13203.0,16184.0,13439.0,19079.0,1266.0,964.0,1056.0,813.0,906.0,807.0,816.0,829.0,677.0,1492.0,2156.0,2146.0,1569.0,1196.0,1290.0,1096.0,06,093,0.8749410346454217,2024
"Solano County, California",100401.0,451918.0,150061.0,133953.0,55694.0,157512.0,99263.0,204574.0,170739.0,157512.0,6865.0,3753.0,2828.0,3620.0,3881.0,3587.0,3882.0,3816.0,4429.0,8949.0,12544.0,20320.0,17684.0,13730.0,20022.0,27602.0,06,095,0.6976484331352532,2024
"Sonoma County, California",104674.0,485040.0,280966.0,145518.0,7185.0,190998.0,119598.0,237164.0,186723.0,190998.0,7298.0,4554.0,3290.0,4143.0,4451.0,4077.0,4704.0,5064.0,4699.0,10423.0,15129.0,23121.0,20464.0,15746.0,24367.0,39468.0,06,097,0.6657818406475461,2024
"Stanislaus County, California",81468.0,553990.0,200834.0,277207.0,14369.0,177874.0,108828.0,233227.0,205203.0,177874.0,7820.0,6035.0,4851.0,5406.0,5227.0,4760.0,6224.0,6778.0,5609.0,12389.0,16853.0,24225.0,19548.0,15387.0,16618.0,20144.0,06,099,0.7933256125122278,2024
"Sutter County, California",79704.0,98857.0,40226.0,32532.0,1573.0,33292.0,20417.0,41859.0,37389.0,33292.0,1387.0,1401.0,990.0,704.0,1011.0,1301.0,1010.0,1027.0,1389.0,2456.0,3207.0,4130.0,3694.0,2524.0,3234.0,3827.0,06,101,0.7879070046858104,2024
"Tehama County, California",63784.0,65167.0,40017.0,18941.0,531.0,24788.0,16640.0,25059.0,21688.0,24788.0,1208.0,1293.0,1013.0,605.0,1241.0,1078.0,1161.0,1360.0,937.0,1838.0,2223.0,3421.0,2168.0,1810.0,1668.0,1764.0,06,103,0.8615459093109569,2024
"Trinity County, California",53002.0,15860.0,12274.0,973.0,173.0,5585.0,4006.0,5164.0,3747.0,5585.0,475.0,309.0,306.0,331.0,234.0,260.0,298.0,184.0,347.0,287.0,464.0,864.0,454.0,114.0,234.0,424.0,06,105,0.8821844225604297,2024
"Tulare County, California",71300.0,478693.0,121847.0,318976.0,6258.0,143195.0,83701.0,189030.0,171851.0,143195.0,6490.0,5330.0,4531.0,4320.0,6430.0,4950.0,5723.0,5003.0,6780.0,10679.0,15346.0,19732.0,14336.0,10545.0,10841.0,12159.0,06,107,0.8393798666154545,2024
"Tuolumne County, California",77404.0,54498.0,42487.0,7398.0,971.0,22690.0,16771.0,20077.0,16797.0,22690.0,726.0,970.0,1052.0,494.0,793.0,730.0,633.0,794.0,779.0,1671.0,2403.0,2888.0,2236.0,2076.0,2022.0,2423.0,06,109,0.8040987219039224,2024
"Ventura County, California",109797.0,837469.0,351308.0,371359.0,13835.0,280360.0,181039.0,400814.0,322474.0,280360.0,9971.0,5290.0,5153.0,5347.0,6144.0,6542.0,6930.0,7881.0,6844.0,13824.0,20928.0,32508.0,29479.0,24815.0,36998.0,61706.0,06,111,0.647938364959338,2024
"Yolo County, California",91752.0,220564.0,92161.0,73569.0,5323.0,76693.0,41637.0,102474.0,71024.0,76693.0,5706.0,2659.0,1874.0,1960.0,2661.0,2275.0,1660.0,1940.0,1674.0,4079.0,6764.0,7903.0,7351.0,6285.0,8151.0,13751.0,06,113,0.7144198297106646,2024
"Yuba County, California",76373.0,84507.0,41396.0,26003.0,3196.0,28635.0,18182.0,35801.0,31762.0,28635.0,1310.0,901.0,868.0,1354.0,970.0,954.0,1100.0,803.0,871.0,1969.0,3022.0,4003.0,3457.0,1950.0,2748.0,2355.0,06,115,0.8217915138816134,2024
