county_name,median_hh_income,total_population,pop_white_non_hispanic,pop_hispanic_any_race,pop_black_non_hispanic,housing_units_total,housing_units_owner_occupied,commuters_total,commuters_drove_alone,hh_income_total,hh_income_under_10k,hh_income_10k_to_14999,hh_income_15k_to_19999,hh_income_20k_to_24999,hh_income_25k_to_29999,hh_income_30k_to_34999,hh_income_35k_to_39999,hh_income_40k_to_44999,hh_income_45k_to_49999,hh_income_50k_to_59999,hh_income_60k_to_74999,hh_income_75k_to_99999,hh_income_100k_to_124999,hh_income_125k_to_149999,hh_income_150k_to_199999,hh_income_200k_and_over,state_fips,county_fips,share_under_150k,year
"Merced County, California",53672.0,271382.0,75037.0,161814.0,7812.0,80008.0,41795.0,100895.0,89287.0,80008.0,4898.0,4686.0,3988.0,3933.0,4325.0,3933.0,3937.0,4407.0,3552.0,5846.0,8973.0,10185.0,6442.0,3409.0,3856.0,3638.0,06,047,0.9063343665633437,2019
"Mariposa County, California",48820.0,17420.0,13935.0,1963.0,253.0,7643.0,5230.0,6785.0,4976.0,7643.0,479.0,445.0,526.0,528.0,503.0,310.0,463.0,316.0,327.0,643.0,720.0,1057.0,403.0,395.0,409.0,119.0,06,043,0.9309171791181473,2019
"Modoc County, California",45507.0,8907.0,6920.0,1291.0,136.0,3616.0,2708.0,2921.0,2319.0,3616.0,276.0,140.0,301.0,198.0,373.0,253.0,96.0,157.0,131.0,434.0,368.0,405.0,249.0,151.0,78.0,6.0,06,049,0.9767699115044248,2019
"Contra Costa County, California",99716.0,1142251.0,500592.0,292298.0,95892.0,394769.0,260244.0,544376.0,429852.0,394769.0,13565.0,11040.0,8968.0,10337.0,10442.0,10910.0,10816.0,10261.0,10725.0,21229.0,29982.0,49623.0,41386.0,33216.0,45573.0,76696.0,06,013,0.6902770987590211,2019
"Inyo County, California",57316.0,17977.0,11173.0,4020.0,141.0,7950.0,5204.0,8053.0,6539.0,7950.0,265.0,404.0,339.0,386.0,385.0,515.0,432.0,431.0,359.0,578.0,1095.0,993.0,772.0,398.0,342.0,256.0,06,027,0.9247798742138365,2019
"Stanislaus County, California",60704.0,543194.0,227369.0,251259.0,15311.0,173898.0,100576.0,221055.0,203005.0,173898.0,7950.0,8040.0,8222.0,7768.0,8123.0,8774.0,7899.0,7594.0,7222.0,14416.0,18066.0,22980.0,17313.0,10285.0,10713.0,8533.0,06,099,0.8893259266926589,2019
"Santa Barbara County, California",74624.0,444829.0,197993.0,201837.0,8409.0,145856.0,75945.0,209569.0,172144.0,145856.0,6807.0,5008.0,4738.0,5415.0,4456.0,5819.0,5976.0,5415.0,5511.0,10090.0,14002.0,18313.0,14342.0,10509.0,12128.0,17327.0,06,083,0.7980542452830188,2019
"Tehama County, California",44514.0,63912.0,43679.0,15958.0,472.0,24189.0,15813.0,24008.0,21877.0,24189.0,1602.0,1617.0,1889.0,1948.0,1478.0,1430.0,1147.0,1062.0,1128.0,1647.0,2521.0,2576.0,1615.0,734.0,951.0,844.0,06,103,0.9257927156972178,2019
"Mono County, California",62260.0,14310.0,9308.0,3865.0,59.0,4765.0,3068.0,8302.0,5147.0,4765.0,193.0,143.0,42.0,178.0,219.0,130.0,202.0,169.0,349.0,649.0,561.0,880.0,230.0,223.0,316.0,281.0,06,051,0.8747114375655823,2019
"San Benito County, California",86958.0,60376.0,20703.0,36081.0,454.0,18135.0,11554.0,28376.0,26425.0,18135.0,443.0,352.0,488.0,471.0,620.0,425.0,806.0,490.0,714.0,934.0,1980.0,2495.0,2628.0,1428.0,1904.0,1957.0,06,069,0.7870967741935484,2019
"Sacramento County, California",67151.0,1524553.0,681829.0,353318.0,144695.0,543025.0,306324.0,689904.0,601625.0,543025.0,27672.0,24725.0,21035.0,22510.0,22084.0,23079.0,21313.0,21324.0,19541.0,42103.0,51695.0,72270.0,53730.0,37383.0,43046.0,39515.0,06,067,0.8479609594401731,2019
"El Dorado County, California",83377.0,188563.0,146747.0,24199.0,1426.0,70974.0,53750.0,83461.0,71432.0,70974.0,2756.0,2494.0,2457.0,2361.0,2221.0,2333.0,2439.0,2119.0,2326.0,4463.0,6069.0,9211.0,7878.0,5548.0,7100.0,9199.0,06,017,0.770352523459295,2019
"Monterey County, California",71015.0,433410.0,129738.0,254294.0,10737.0,127155.0,64900.0,189872.0,155684.0,127155.0,4557.0,3669.0,4126.0,5284.0,4750.0,5345.0,4912.0,5131.0,5076.0,10619.0,13518.0,18105.0,12117.0,8853.0,9789.0,11304.0,06,053,0.8341158428689395,2019
"San Francisco County, California",112449.0,874961.0,354423.0,133314.0,43782.0,362354.0,136239.0,512455.0,200003.0,362354.0,17146.0,18195.0,10671.0,10294.0,9026.0,8892.0,6996.0,8406.0,6924.0,14374.0,21178.0,32776.0,30336.0,26044.0,43129.0,97967.0,06,075,0.6106128261313523,2019
"San Diego County, California",78980.0,3316073.0,1510756.0,1117517.0,156084.0,1125286.0,600104.0,1627544.0,1380466.0,1125286.0,46990.0,37743.0,35834.0,39021.0,40116.0,40302.0,39339.0,40284.0,36576.0,77365.0,104127.0,146773.0,118341.0,84766.0,105995.0,131714.0,06,073,0.7887568138233303,2019
"Tulare County, California",49687.0,461898.0,131716.0,298245.0,5785.0,138238.0,78866.0,173640.0,160561.0,138238.0,9290.0,8428.0,8140.0,8927.0,7068.0,7566.0,7160.0,6808.0,6145.0,11181.0,12766.0,15893.0,10048.0,6658.0,6808.0,5352.0,06,107,0.9120357644063137,2019
"Humboldt County, California",48041.0,135940.0,101078.0,15722.0,1336.0,54679.0,31078.0,59460.0,48758.0,54679.0,4020.0,4217.0,2902.0,3286.0,3307.0,2555.0,2970.0,2516.0,2460.0,4297.0,5053.0,6372.0,3974.0,2250.0,2283.0,2217.0,06,023,0.9177014941750946,2019
"Alpine County, California",63750.0,1039.0,551.0,130.0,9.0,350.0,294.0,330.0,239.0,350.0,11.0,19.0,10.0,14.0,13.0,34.0,12.0,6.0,15.0,38.0,23.0,30.0,42.0,34.0,18.0,31.0,06,003,0.86,2019
"Madera County, California",57585.0,155433.0,53053.0,89798.0,4770.0,44881.0,28772.0,54942.0,49655.0,44881.0,2471.0,2389.0,1901.0,1868.0,2209.0,2542.0,2259.0,2222.0,2167.0,3283.0,4790.0,5813.0,3864.0,3090.0,2202.0,1811.0,06,039,0.9105857712617812,2019
"Santa Cruz County, California",82234.0,273962.0,156897.0,91980.0,2491.0,95818.0,57561.0,132921.0,103999.0,95818.0,4493.0,3801.0,3538.0,3319.0,3129.0,3272.0,3062.0,2948.0,2858.0,5940.0,7319.0,12012.0,9302.0,6696.0,9380.0,14749.0,06,087,0.7481788390490305,2019
"Trinity County, California",40846.0,12700.0,10427.0,927.0,127.0,5939.0,4093.0,4257.0,3250.0,5939.0,585.0,430.0,364.0,518.0,358.0,356.0,301.0,303.0,343.0,421.0,630.0,518.0,405.0,133.0,195.0,79.0,06,105,0.9538642869169894,2019
"Riverside County, California",67005.0,2411439.0,851702.0,1179478.0,147160.0,724893.0,480944.0,1009081.0,910313.0,724893.0,39366.0,28506.0,29128.0,31998.0,29868.0,31603.0,29352.0,28495.0,26688.0,52374.0,71254.0,95019.0,74660.0,47742.0,57055.0,51785.0,06,065,0.8498537025464448,2019
"San Bernardino County, California",63362.0,2149031.0,613066.0,1145874.0,169340.0,636041.0,380281.0,904677.0,819700.0,636041.0,32022.0,28980.0,25923.0,28896.0,27993.0,29688.0,26466.0,27091.0,24351.0,50581.0,64746.0,88703.0,62193.0,39291.0,44885.0,34232.0,06,071,0.8756102200958743,2019
"Marin County, California",115246.0,259943.0,184960.0,41527.0,5527.0,105432.0,67115.0,128161.0,92673.0,105432.0,3139.0,2888.0,2485.0,2744.0,2720.0,2824.0,2654.0,2650.0,2273.0,5047.0,6775.0,10462.0,9215.0,8295.0,11842.0,29419.0,06,041,0.6086482282419,2019
"Placer County, California",89691.0,385512.0,280105.0,53969.0,6361.0,142855.0,102650.0,175805.0,151765.0,142855.0,5270.0,4471.0,4002.0,4480.0,4282.0,4681.0,4254.0,3871.0,3792.0,8907.0,12417.0,18392.0,16210.0,12433.0,16358.0,19035.0,06,061,0.7522452836792551,2019
"Shasta County, California",54667.0,179212.0,143013.0,17975.0,2030.0,71181.0,45548.0,72331.0,64829.0,71181.0,4086.0,4665.0,3847.0,3695.0,3470.0,3299.0,3586.0,3157.0,3179.0,5023.0,7674.0,9206.0,5323.0,3627.0,4131.0,3213.0,06,089,0.8968264003034517,2019
"Solano County, California",81472.0,441829.0,168060.0,116869.0,59652.0,149865.0,92149.0,205287.0,184262.0,149865.0,5923.0,4322.0,3861.0,4561.0,4707.0,5304.0,4941.0,5530.0,5028.0,10201.0,14766.0,21876.0,17548.0,12208.0,15013.0,14076.0,06,095,0.8058986421112334,2019
"Colusa County, California",59401.0,21454.0,7576.0,12738.0,256.0,7227.0,4410.0,9469.0,8771.0,7227.0,306.0,388.0,295.0,536.0,251.0,431.0,232.0,502.0,151.0,556.0,907.0,1092.0,629.0,302.0,365.0,284.0,06,011,0.9101978691019786,2019
"Glenn County, California",49633.0,27976.0,14398.0,11680.0,193.0,10085.0,5988.0,10994.0,9856.0,10085.0,661.0,901.0,586.0,612.0,586.0,280.0,374.0,629.0,448.0,1043.0,897.0,1191.0,732.0,596.0,277.0,272.0,06,021,0.9455627169062965,2019
"Butte County, California",52537.0,225817.0,162537.0,36916.0,3342.0,85320.0,50331.0,93125.0,80739.0,85320.0,5949.0,5608.0,5249.0,4395.0,4817.0,3911.0,4001.0,3224.0,3841.0,6431.0,7995.0,9753.0,6960.0,4039.0,4373.0,4774.0,06,007,0.8927918424753868,2019
